Level,Message
Medium,Leaving Monitored Scope: (Name=QueryDirectoryServices with high availability for login;StaticScopeId=6jnk9) Execution Time=20.5245; CPU Milliseconds=5; Managed Bytes=92944; SQL Query Count=0; GCPauseMS=0; AllocBytes=93824;; Parent=SPClaimProvider.FillClaimsForEntity() : Tenant
Medium,userSearchResult = System.DirectoryServices.SearchResult
Medium,User search resulted in MsoAccountEnabled being true.
Medium,This is a new guest user: 327420_twgroup.co.nz#EXT#@colliers.onmicrosoft.com.
Medium,The total groups retrieved for the user. Count: '4'.
Medium,The license group value does not exist in the license groups set. Parsed Token Group : 'Users'.
Medium,The license group value does not exist in the license groups set. Parsed Token Group : 'Domain Users'.
Medium,"Total security groups user is part of : '2', total license groups user is part of : '0'."
Medium,"The security groups retrieved using the token group names property. Security groups count : '2', license groups count : '0'."
Medium,GetUtcDateTimeProperty: Received property as a DateTime instance. Property name: 'msOnline-StsRefreshTokensValidFrom' Incoming value: '8/1/2023 3:50:29 AM' Incoming kind: 'Unspecified'.
Medium,GetUtcDateTimeProperty: Received property as a DateTime instance. Property name: 'msOnline-StsRefreshTokensValidFrom' Value: '8/1/2023 3:50:29 AM' Kind: 'Utc'.
Medium,"Insert the user info into cache. user principal name: '<name>327420_twgroup.co.nz#ext#@colliers.onmicrosoft.com</name>, puid: '10032002CE038AB7@live.com'."
Medium,The user information is successfully retrieved using the object identifier. Object identifier : '6b8caf92-2bd6-4fc6-9ba2-3462b05cfc79'.
Medium,"database DedicatedContent_143557_105 updated, needsRefresh"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence	c9pa9	DEBUG	VERSION LOG (GET): Get version 16.0.24713.12007 for Database [DedicatedContent_143557_105] from database with version Id 00000000-0000-0000-0000-000000000000, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.399.0 for Database [DedicatedContent_143557_105] from cache with version Id 6333368d-85f0-4ef5-8241-5252b12b2e50, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence	ajy5i	DEBUG	Returning SchemaVersion [16.0.399.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.24713.12007 for Database [DedicatedContent_143557_105] from cache with version Id 00000000-0000-0000-0000-000000000000, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.399.0 for Database [DedicatedContent_143557_105] from cache with version Id 6333368d-85f0-4ef5-8241-5252b12b2e50, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence	ajy5i	DEBUG	Returning SchemaVersion [16.0.399.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence	ajyxg	DEBUG	UpgradableBuildBypassInternal = 0	34421ba1-40f2-5000-048b-399a2e2fa5f0
Medium,04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence	ajyxh	DEBUG	UpgradableBuildBypass = 0	34421ba1-40f2-5000-048b-399a2e2fa5f0
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPSearchDatabaseSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.117.0 for Database [DedicatedContent_143557_105] from cache with version Id 4868d461-1977-4c60-b0a6-8bb7670833cf, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPSearchDatabaseSequence	ajy5i	DEBUG	Returning SchemaVersion [16.0.117.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPSearchDatabaseSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.117.0 for Database [DedicatedContent_143557_105] from cache with version Id 4868d461-1977-4c60-b0a6-8bb7670833cf, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPSearchDatabaseSequence	ajy5i	DEBUG	Returning SchemaVersion [16.0.117.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseTvfTvpsSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.24713.12007 for Database [DedicatedContent_143557_105] from cache with version Id 00000000-0000-0000-0000-000000000000, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseTvfTvpsSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.32.0 for Database [DedicatedContent_143557_105] from cache with version Id 530fabcc-cb84-46f7-ab2d-3acf0e112dce, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseTvfTvpsSequence	ajy5i	DEBUG	Returning SchemaVersion [16.0.32.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseTvfTvpsSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.24713.12007 for Database [DedicatedContent_143557_105] from cache with version Id 00000000-0000-0000-0000-000000000000, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseTvfTvpsSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.32.0 for Database [DedicatedContent_143557_105] from cache with version Id 530fabcc-cb84-46f7-ab2d-3acf0e112dce, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseTvfTvpsSequence	ajy5i	DEBUG	Returning SchemaVersion [16.0.32.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseTvfTvpsSequence	ajyxg	DEBUG	UpgradableBuildBypassInternal = 0	34421ba1-40f2-5000-048b-399a2e2fa5f0
Medium,04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseTvfTvpsSequence	ajyxh	DEBUG	UpgradableBuildBypass = 0	34421ba1-40f2-5000-048b-399a2e2fa5f0
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPGlobalExtensionUpgradeSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.10.0 for Database [DedicatedContent_143557_105] from cache with version Id 51a10866-84fa-4a60-b6b4-282ff1b9372c, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPGlobalExtensionUpgradeSequence	ajy5i	DEBUG	Returning SchemaVersion [16.0.10.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPGlobalExtensionUpgradeSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.10.0 for Database [DedicatedContent_143557_105] from cache with version Id 51a10866-84fa-4a60-b6b4-282ff1b9372c, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPGlobalExtensionUpgradeSequence	ajy5i	DEBUG	Returning SchemaVersion [16.0.10.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence3	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.24713.12007 for Database [DedicatedContent_143557_105] from cache with version Id 00000000-0000-0000-0000-000000000000, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence3	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.8.0 for Database [DedicatedContent_143557_105] from cache with version Id 5a18f688-ae67-46e5-b546-2c65e7aca548, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence3	ajy5i	DEBUG	Returning SchemaVersion [16.0.8.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence3	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.24713.12007 for Database [DedicatedContent_143557_105] from cache with version Id 00000000-0000-0000-0000-000000000000, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence3	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.8.0 for Database [DedicatedContent_143557_105] from cache with version Id 5a18f688-ae67-46e5-b546-2c65e7aca548, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence3	ajy5i	DEBUG	Returning SchemaVersion [16.0.8.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence3	ajyxg	DEBUG	UpgradableBuildBypassInternal = 0	34421ba1-40f2-5000-048b-399a2e2fa5f0
Medium,04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence3	ajyxh	DEBUG	UpgradableBuildBypass = 0	34421ba1-40f2-5000-048b-399a2e2fa5f0
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence2	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.24713.12007 for Database [DedicatedContent_143557_105] from cache with version Id 00000000-0000-0000-0000-000000000000, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence2	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.10.0 for Database [DedicatedContent_143557_105] from cache with version Id 1a707ef5-45b2-4235-9327-021e5f9b8bb0, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence2	ajy5i	DEBUG	Returning SchemaVersion [16.0.10.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence2	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.24713.12007 for Database [DedicatedContent_143557_105] from cache with version Id 00000000-0000-0000-0000-000000000000, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence2	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.10.0 for Database [DedicatedContent_143557_105] from cache with version Id 1a707ef5-45b2-4235-9327-021e5f9b8bb0, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence2	ajy5i	DEBUG	Returning SchemaVersion [16.0.10.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence2	ajyxg	DEBUG	UpgradableBuildBypassInternal = 0	34421ba1-40f2-5000-048b-399a2e2fa5f0
Medium,04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence2	ajyxh	DEBUG	UpgradableBuildBypass = 0	34421ba1-40f2-5000-048b-399a2e2fa5f0
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPAppManagementExtensionUpgradeSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.4.0 for Database [DedicatedContent_143557_105] from cache with version Id 46b326e0-8841-4541-966c-90fb1be346be, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPAppManagementExtensionUpgradeSequence	ajy5i	DEBUG	Returning SchemaVersion [16.0.4.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPAppManagementExtensionUpgradeSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.4.0 for Database [DedicatedContent_143557_105] from cache with version Id 46b326e0-8841-4541-966c-90fb1be346be, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPAppManagementExtensionUpgradeSequence	ajy5i	DEBUG	Returning SchemaVersion [16.0.4.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	TaxonomyDatabaseExtensionSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.16.0 for Database [DedicatedContent_143557_105] from cache with version Id 8b03a57e-7f56-42f2-b296-d9ff28b22c1c, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	TaxonomyDatabaseExtensionSequence	ajy5i	DEBUG	Returning SchemaVersion [16.0.16.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	TaxonomyDatabaseExtensionSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.16.0 for Database [DedicatedContent_143557_105] from cache with version Id 8b03a57e-7f56-42f2-b296-d9ff28b22c1c, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	TaxonomyDatabaseExtensionSequence	ajy5i	DEBUG	Returning SchemaVersion [16.0.16.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	ProfileDatabaseExtensionSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.136.0 for Database [DedicatedContent_143557_105] from cache with version Id 2dec6a4b-7072-4124-a4b1-1c333208183e, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	ProfileDatabaseExtensionSequence	ajy5i	DEBUG	Returning SchemaVersion [16.0.136.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	ProfileDatabaseExtensionSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.136.0 for Database [DedicatedContent_143557_105] from cache with version Id 2dec6a4b-7072-4124-a4b1-1c333208183e, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	ProfileDatabaseExtensionSequence	ajy5i	DEBUG	Returning SchemaVersion [16.0.136.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	BdcDatabaseExtensionUpgradeSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.4.0 for Database [DedicatedContent_143557_105] from cache with version Id 09c18861-f237-4389-a477-1331bab06cb6, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	BdcDatabaseExtensionUpgradeSequence	ajy5i	DEBUG	Returning SchemaVersion [16.0.4.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	BdcDatabaseExtensionUpgradeSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.4.0 for Database [DedicatedContent_143557_105] from cache with version Id 09c18861-f237-4389-a477-1331bab06cb6, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	BdcDatabaseExtensionUpgradeSequence	ajy5i	DEBUG	Returning SchemaVersion [16.0.4.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	PDEUpgradeSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.24713.12007 for Database [DedicatedContent_143557_105] from cache with version Id 00000000-0000-0000-0000-000000000000, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	PDEUpgradeSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 19.0.9.0 for Database [DedicatedContent_143557_105] from cache with version Id a3df1728-45f9-4e78-8177-fb5a83cd3225, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	PDEUpgradeSequence	ajy5i	DEBUG	Returning SchemaVersion [19.0.9.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	PDEUpgradeSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.24713.12007 for Database [DedicatedContent_143557_105] from cache with version Id 00000000-0000-0000-0000-000000000000, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	PDEUpgradeSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 19.0.9.0 for Database [DedicatedContent_143557_105] from cache with version Id a3df1728-45f9-4e78-8177-fb5a83cd3225, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	PDEUpgradeSequence	ajy5i	DEBUG	Returning SchemaVersion [19.0.9.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	PDEUpgradeSequence	ajyxg	DEBUG	UpgradableBuildBypassInternal = 0	34421ba1-40f2-5000-048b-399a2e2fa5f0
Medium,04/02/2024 20:17:48.01	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	PDEUpgradeSequence	ajyxh	DEBUG	UpgradableBuildBypass = 0	34421ba1-40f2-5000-048b-399a2e2fa5f0
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SecureStoreServiceExtensionSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.11.0 for Database [DedicatedContent_143557_105] from cache with version Id ca03df36-6b6d-48f0-9644-577600fdb120, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SecureStoreServiceExtensionSequence	ajy5i	DEBUG	Returning SchemaVersion [16.0.11.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SecureStoreServiceExtensionSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.11.0 for Database [DedicatedContent_143557_105] from cache with version Id ca03df36-6b6d-48f0-9644-577600fdb120, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SecureStoreServiceExtensionSequence	ajy5i	DEBUG	Returning SchemaVersion [16.0.11.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPUpgradeSession	an58d	DEBUG	CanUpgrade [SPContentDatabase Name=DedicatedContent_143557_105] returned: True.	34421ba1-40f2-5000-048b-399a2e2fa5f0
Medium,04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPUpgradeSession	brrnw	DEBUG	VERSION LOG (GET): Getting NeedsUpgrade recursively for [SPContentDatabase Name=DedicatedContent_143557_105] and its children	34421ba1-40f2-5000-048b-399a2e2fa5f0
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.24713.12007 for Database [DedicatedContent_143557_105] from cache with version Id 00000000-0000-0000-0000-000000000000, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.24713.12007 for Database [DedicatedContent_143557_105] from cache with version Id 00000000-0000-0000-0000-000000000000, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence	ajyxv	DEBUG	VERSION LOG (GET): [SPContentDatabase Name=DedicatedContent_143557_105] NeedsUpgrade = true, BuildVersion = 16.0.24713.12007, TargetBuildVersion = 16.0.24720.12003.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPUpgradeSession	an58t	DEBUG	VERSION LOG (GET): NeedsUpgrade = true for [SPContentDatabase Name=DedicatedContent_143557_105] because of upgrader [Microsoft.SharePoint.Upgrade.SPContentDatabaseSequence]	34421ba1-40f2-5000-048b-399a2e2fa5f0
Medium,04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPUpgradeSession	an58v	DEBUG	VERSION LOG (GET): NeedsUpgrade [SPContentDatabase Name=DedicatedContent_143557_105] returned: True.	34421ba1-40f2-5000-048b-399a2e2fa5f0
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.399.0 for Database [DedicatedContent_143557_105] from cache with version Id 6333368d-85f0-4ef5-8241-5252b12b2e50, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPContentDatabaseSequence	ajy5i	DEBUG	Returning SchemaVersion [16.0.399.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPSearchDatabaseSequence	c9pa4	DEBUG	VERSION LOG (GET): Get version 16.0.117.0 for Database [DedicatedContent_143557_105] from cache with version Id 4868d461-1977-4c60-b0a6-8bb7670833cf, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
Medium,"04/02/2024 20:17:48.03	w3wp (0x1BCC)	0x4A68	SharePoint Foundation Upgrade	SPSearchDatabaseSequence	ajy5i	DEBUG	Returning SchemaVersion [16.0.117.0] for Database DedicatedContent_143557_105, Status = Online.	34421ba1-40f2-5000-048b-399a2e2fa5f0"
